Product Name,Unit Cost,Selling Price,Current Stock,Category,Warehouse,Min Stock,Max Stock
Duster Extendable Mini,33.0,53.32,2662,Cleaning,International,48,9898
Window Squeegee Compact,14.19,19.88,1223,Cleaning,Midwest,45,6810
Toilet Brush Max,12.46,19.04,4896,Cleaning,South,23,8499
Plunger Eco,3.78,5.38,3172,Cleaning,International,45,7611
Drain Cleaner V3,17.51,24.51,1556,Cleaning,East Coast,46,8879
Lint Roller Compact,10.56,17.73,1232,Cleaning,South,41,5472
Carpet Cleaner V3,38.78,59.28,1148,Cleaning,West Coast,36,6989
Wood Polish Mini,14.55,18.76,3734,Cleaning,South,35,5757
Stainless Steel Cleaner Single,33.52,42.76,3139,Cleaning,Primary,50,9939
Oven Cleaner Compact,4.77,7.88,4863,Cleaning,Midwest,47,6777
Grout Cleaner Mini,35.04,49.63,175,Cleaning,International,25,6556
First Aid Kit Plus,150.14,212.3,946,Safety,South,5,1712
Fire Extinguisher Single,43.29,63.65,575,Safety,West Coast,7,1794
Safety Goggles V3,94.85,130.61,325,Safety,South,6,1368
Work Gloves Heavy Duty,100.96,119.59,749,Safety,West Coast,9,1779
Hard Hat Heavy Duty,43.02,54.18,56,Safety,East Coast,5,1759
Safety Vest Pro,54.37,80.31,603,Safety,East Coast,8,1302
Ear Plugs (50pk) Mini,67.98,87.21,863,Safety,South,5,1511
Dust Masks (50pk) Bulk,188.86,239.5,791,Safety,International,9,1989
Face Shields (5pk) Bulk,148.7,194.99,760,Safety,East Coast,7,1173
Safety Boots Single,110.67,134.4,920,Safety,Primary,10,1657
Knee Pads Premium,9.66,13.97,977,Safety,Primary,2,1782
Back Support Belt V3,30.09,41.25,79,Safety,East Coast,4,1009
Anti-Fatigue Mat Premium,92.83,108.72,663,Safety,Midwest,9,1675
Wet Floor Sign Pro,4.3,5.78,22,Safety,International,2,1542
Safety Cone Max,108.54,135.71,524,Safety,East Coast,8,1825
Fire Blanket Plus,183.86,245.18,256,Safety,South,5,1634
Smoke Detector Max,163.6,203.45,416,Safety,Midwest,3,1382
Carbon Monoxide Detector Eco,114.31,171.07,241,Safety,Primary,6,1700
Emergency Kit Bulk,198.36,273.23,42,Safety,Midwest,3,1415
Flashlight Heavy Duty V3,111.88,130.86,19,Safety,Midwest,4,1084
Batteries AA (24pk) Compact,88.48,126.04,589,Safety,South,3,1916
Batteries AAA (24pk) Heavy Duty,11.38,13.93,898,Safety,Primary,9,1277
Extension Cord 25ft Heavy Duty,17.65,26.02,930,Safety,International,10,1577
Power Strip 6-outlet Pro,38.33,55.49,26,Safety,East Coast,5,1601
Cable Cover XL,164.68,236.7,961,Safety,East Coast,3,1306
Lockout Tagout Kit Standard,50.37,72.64,408,Safety,Midwest,10,1339
Spill Kit XL,148.73,212.19,715,Safety,International,3,1512
Eye Wash Station V2,13.58,17.69,868,Safety,South,3,1348
Chemical Storage Cabinet XL,123.93,168.35,802,Safety,International,7,1030
Gas Detector Max,157.36,205.78,243,Safety,Midwest,7,1566
Cardboard Box Small V3,15.67,22.48,6327,Packaging,East Coast,35,14839
Cardboard Box Medium Single,6.81,8.9,6325,Packaging,West Coast,44,16383
Cardboard Box Large V2,9.42,11.32,5150,Packaging,West Coast,81,15896
Bubble Wrap Roll Plus,11.47,14.62,7453,Packaging,South,96,19088
Packing Peanuts V3,9.16,11.32,9180,Packaging,South,36,19780
Shipping Tape (6pk) XL,26.63,36.06,4881,Packaging,Primary,77,16353
Labels (500pk) Single,72.19,112.77,4077,Packaging,East Coast,98,18537
Poly Mailers (100pk) Bulk,31.08,39.02,5033,Packaging,East Coast,59,18079
Shrink Wrap Roll Plus,14.21,18.62,5011,Packaging,West Coast,86,11260
Packing Paper (25lb) Max,75.59,112.51,8223,Packaging,Primary,50,17501
Foam Sheets (50pk) Lite,25.07,39.6,5543,Packaging,Midwest,73,15399
Strapping Tape V2,35.02,53.56,9838,Packaging,West Coast,42,14922
Pallet Wrap Standard,75.84,97.1,5247,Packaging,West Coast,47,16524
Void Fill Max,59.06,85.82,9535,Packaging,Midwest,56,15339
Tissue Paper (100pk) Max,65.5,88.89,1965,Packaging,South,97,13273
Gift Boxes (12pk) Premium,15.21,22.92,540,Packaging,Midwest,84,13434
Ribbon Roll XL,24.02,35.48,6803,Packaging,International,88,12280
Gift Bags (24pk) Max,20.12,29.44,7032,Packaging,Midwest,73,11211
Kraft Paper Roll Standard,38.86,52.86,8400,Packaging,Primary,78,18907
Corrugated Roll XL,77.51,114.77,8896,Packaging,East Coast,35,11791
Coffee Beans 1lb Bulk,33.91,40.97,2539,Food & Beverage,International,8,5306
Ground Coffee 2lb Bulk,33.04,49.18,1388,Food & Beverage,Primary,20,3433
Tea Bags (100pk) Plus,14.42,19.16,2154,Food & Beverage,International,24,5377
Sugar 5lb Standard,12.61,16.15,1926,Food & Beverage,International,28,5410
Creamer (50pk) Premium,9.24,13.85,2007,Food & Beverage,Midwest,10,4210
Cups 12oz (100pk) Heavy Duty,48.16,57.34,610,Food & Beverage,West Coast,18,4277
Lids 12oz (100pk) Eco,39.64,52.82,1456,Food & Beverage,Midwest,22,3399
Stirrers (1000pk) Single,35.44,44.71,1259,Food & Beverage,Primary,8,5911
Napkins (500pk) Pro,42.76,58.87,2803,Food & Beverage,South,12,3999
Paper Plates (100pk) Lite,28.49,36.06,1776,Food & Beverage,Midwest,21,3949
Plastic Cutlery Set (200pk) Bulk,10.85,14.91,1800,Food & Beverage,International,19,3119
Water Bottles (24pk) Standard,44.39,58.03,1789,Food & Beverage,International,19,3018
Snack Bars (12pk) Mini,11.88,16.79,286,Food & Beverage,South,25,3416
Nuts Variety (6pk) Lite,19.56,23.84,496,Food & Beverage,Midwest,15,5747
Dried Fruit (6pk) Premium,48.36,60.92,1621,Food & Beverage,South,26,4607
Crackers (8pk) Plus,18.7,27.04,2558,Food & Beverage,International,12,5759
Peanut Butter XL,16.28,22.22,377,Food & Beverage,West Coast,28,3548
Jelly Plus,13.45,16.02,1559,Food & Beverage,South,29,3579
Canned Soup (6pk) V3,22.08,26.46,1601,Food & Beverage,Midwest,20,3760
Canned Tuna (6pk) Bulk,27.79,40.9,739,Food & Beverage,Midwest,24,3683
Rice 10lb Max,8.73,11.0,1877,Food & Beverage,West Coast,26,3219
Pasta (6pk) Pro,25.26,30.77,1602,Food & Beverage,International,24,5070
Olive Oil Eco,21.64,28.61,2938,Food & Beverage,East Coast,21,5001
Vinegar Plus,29.14,41.63,933,Food & Beverage,West Coast,16,3133
Salt & Pepper Set Mini,27.81,33.62,1903,Food & Beverage,South,25,5028
Spice Rack Premium,7.43,8.84,2254,Food & Beverage,Primary,18,5220
Honey XL,36.51,48.97,1771,Food & Beverage,East Coast,10,5677
Granola Max,43.99,51.08,1106,Food & Beverage,Midwest,18,3356
Protein Powder Compact,49.71,70.66,1000,Food & Beverage,International,13,5408
Electrolyte Mix (30pk) V2,43.33,59.08,1783,Food & Beverage,East Coast,12,5523
Wireless Mouse XL,169.26,210.41,35,Electronics,South,5,679
Mechanical Keyboard Max,479.5,587.76,365,Electronics,South,3,648
USB-C Hub Max,762.16,1052.91,465,Electronics,Midwest,1,569
Webcam HD Heavy Duty,52.13,66.46,340,Electronics,East Coast,2,859
Bluetooth Speaker Mini,121.26,157.02,131,Electronics,East Coast,4,750
Portable Charger Standard,507.76,727.37,197,Electronics,International,4,538
HDMI Cable XL,704.7,839.93,268,Electronics,West Coast,3,855
SSD 1TB Eco,760.45,986.52,6,Electronics,Midwest,1,874
RAM 16GB Bulk,532.99,698.86,37,Electronics,East Coast,5,703
Graphics Card V3,660.75,906.96,170,Electronics,South,3,672
CPU Processor Standard,108.82,166.89,408,Electronics,International,3,957
Motherboard XL,43.49,51.96,406,Electronics,Primary,4,508
Power Supply 750W Heavy Duty,686.83,926.24,5,Electronics,International,4,603
PC Case Heavy Duty,109.87,158.49,86,Electronics,International,3,547
Monitor 27 inch V2,204.06,268.81,467,Electronics,Midwest,2,526
Laptop Stand Bulk,247.88,363.08,124,Electronics,Primary,4,835
Noise Cancelling Headphones Single,80.67,100.52,44,Electronics,East Coast,2,803
Smart Watch Premium,545.59,629.71,361,Electronics,Primary,3,918
Fitness Tracker Compact,340.74,412.12,41,Electronics,Primary,2,696
Wireless Earbuds Single,645.74,772.59,193,Electronics,Midwest,3,570
Tablet 10 inch XL,651.63,1005.81,333,Electronics,South,2,535
E-Reader Standard,11.74,16.94,230,Electronics,East Coast,3,869
Smart Plug Bulk,599.87,938.17,320,Electronics,East Coast,4,940
WiFi Router Plus,717.79,870.68,68,Electronics,Midwest,5,873
Network Switch V2,770.78,995.48,76,Electronics,International,2,641
External HDD 2TB Plus,202.29,287.34,374,Electronics,International,5,645
Flash Drive 64GB Pro,679.07,982.13,159,Electronics,South,2,765
Memory Card 128GB Premium,154.97,205.53,335,Electronics,East Coast,1,901
Desk Lamp LED Eco,311.78,392.37,331,Electronics,South,5,536
Phone Charger Heavy Duty,782.27,1247.01,483,Electronics,Midwest,3,567
Screen Protector Compact,671.98,900.04,284,Electronics,Midwest,2,890
Phone Case XL,63.03,89.14,12,Electronics,Primary,3,610
Laptop Sleeve Heavy Duty,53.07,79.88,264,Electronics,International,3,821
Monitor Arm Premium,614.85,824.27,210,Electronics,South,1,827
Keyboard Wrist Rest Premium,494.76,630.75,163,Electronics,East Coast,1,761
Mouse Pad XL XL,128.52,166.7,305,Electronics,International,1,658
Cable Management Kit V3,585.32,896.07,34,Electronics,Midwest,2,544
Surge Protector Plus,365.43,520.36,163,Electronics,Primary,2,561
UPS Battery Single,114.08,131.77,259,Electronics,South,3,767
Microphone USB XL,658.89,834.59,195,Electronics,West Coast,2,883
Ring Light Single,709.7,1062.52,20,Electronics,Midwest,3,913
Green Screen Max,421.46,534.55,300,Electronics,Midwest,1,754
Streaming Deck Premium,291.3,400.49,295,Electronics,East Coast,2,688
Capture Card Max,619.8,962.19,350,Electronics,International,1,616
VR Headset Premium,7.04,10.82,11,Electronics,Midwest,2,523
Drone Camera V2,309.47,376.79,481,Electronics,International,1,783
Action Camera Single,526.28,658.39,132,Electronics,International,4,968
Digital Camera V2,220.65,261.48,195,Electronics,International,1,757
Camera Lens Heavy Duty,46.87,58.61,269,Electronics,Midwest,1,988
Tripod Plus,702.21,1081.2,401,Electronics,Primary,3,667
Camera Bag Premium,368.11,484.44,154,Electronics,West Coast,5,901
Ballpoint Pens (12pk) Single,93.78,138.64,1231,Office Supplies,East Coast,20,3582
Sticky Notes (8pk) Single,135.17,223.88,522,Office Supplies,Midwest,9,2013
File Folders (24pk) Pro,35.72,50.29,1739,Office Supplies,West Coast,5,3947
Printer Paper A4 Pro,114.08,162.65,1531,Office Supplies,East Coast,14,2212
Ink Cartridge Black Premium,147.48,214.12,1988,Office Supplies,East Coast,6,3991
Ink Cartridge Color Single,42.69,52.35,494,Office Supplies,West Coast,18,3435
Desk Organizer Eco,146.21,182.9,215,Office Supplies,Midwest,9,3305
Paper Shredder Plus,89.19,110.36,1376,Office Supplies,West Coast,9,2484
Laminator Max,127.79,224.35,824,Office Supplies,Midwest,15,2651
Label Maker Max,35.81,63.25,298,Office Supplies,Primary,8,2318
Whiteboard 48x36 Lite,67.99,94.4,267,Office Supplies,East Coast,16,3975
Markers (8pk) Eco,46.94,63.79,265,Office Supplies,International,7,2322
Eraser Max,124.13,200.86,102,Office Supplies,West Coast,11,3711
Stapler Lite,14.59,19.68,748,Office Supplies,Primary,17,3051
Staples (5000pk) Bulk,45.53,77.04,376,Office Supplies,Midwest,5,3949
Tape Dispenser Compact,68.38,112.75,531,Office Supplies,Primary,8,2946
Scissors XL,119.28,151.83,146,Office Supplies,East Coast,12,2267
Paper Clips (100pk) Compact,60.69,97.82,1940,Office Supplies,South,7,3192
Binder Clips (24pk) Max,137.7,171.44,152,Office Supplies,International,11,3848
Rubber Bands (1lb) Eco,121.59,152.62,1755,Office Supplies,Primary,15,2250
Envelopes (100pk) Eco,8.55,15.0,907,Office Supplies,Primary,17,3016
Notebooks (6pk) V3,102.8,134.02,459,Office Supplies,West Coast,10,2563
Planner 2024 Eco,132.63,161.91,1288,Office Supplies,West Coast,12,3325
Calculator Eco,62.39,95.48,144,Office Supplies,Midwest,7,2572
Ruler Lite,63.47,100.64,1652,Office Supplies,South,12,3291
Hole Punch XL,3.91,5.59,1480,Office Supplies,South,16,2982
Letter Tray XL,73.22,127.96,1048,Office Supplies,West Coast,15,2795
Magazine Rack Lite,4.88,7.6,80,Office Supplies,Midwest,13,2119
Bulletin Board Premium,54.26,84.12,496,Office Supplies,East Coast,10,2205
Push Pins (100pk) Bulk,36.93,56.14,1640,Office Supplies,East Coast,6,3564
Correction Tape (3pk) Standard,127.13,213.38,746,Office Supplies,East Coast,10,2360
Glue Sticks (6pk) Standard,48.38,79.48,754,Office Supplies,International,5,3440
Index Cards (200pk) V2,142.19,218.71,1173,Office Supplies,Midwest,11,3713
Graph Paper Pad Premium,47.05,70.31,204,Office Supplies,South,6,2476
Legal Pads (3pk) Mini,3.97,5.9,699,Office Supplies,East Coast,11,3651
Presentation Folders (25pk) V2,107.82,188.82,1749,Office Supplies,Primary,15,2121
Sheet Protectors (50pk) Lite,88.4,154.73,1605,Office Supplies,South,8,3733
Report Covers (12pk) Compact,55.37,68.85,1462,Office Supplies,Primary,17,3200
Clipboard V2,45.96,58.91,342,Office Supplies,International,18,3621
Pen Holder Eco,97.73,127.49,1170,Office Supplies,International,16,2457
Office Chair Ergonomic Standard,982.91,1192.78,95,Furniture,East Coast,2,137
Standing Desk Lite,882.73,1222.26,75,Furniture,South,1,198
L-Shaped Desk Pro,243.04,290.55,80,Furniture,South,0,181
Bookshelf 5-Tier Plus,1125.92,1286.02,97,Furniture,West Coast,0,130
Filing Cabinet 3-Drawer V2,226.43,309.21,13,Furniture,International,2,185
Conference Table Single,1067.38,1317.14,35,Furniture,International,0,131
Guest Chair Plus,440.06,587.97,94,Furniture,Midwest,0,106
Desk Lamp Eco,887.12,1233.74,54,Furniture,West Coast,1,148
Floor Mat Premium,469.16,632.73,75,Furniture,International,2,197
Monitor Riser Mini,220.31,247.21,6,Furniture,West Coast,1,102
Storage Cabinet Max,1143.44,1283.24,23,Furniture,International,1,120
Coat Rack Plus,670.04,917.58,13,Furniture,South,1,176
Waste Basket Heavy Duty,594.8,659.81,85,Furniture,Midwest,0,177
Desk Drawer Unit Lite,92.66,111.13,26,Furniture,South,1,189
Computer Desk Single,1112.92,1404.55,86,Furniture,East Coast,1,138
Gaming Chair Plus,88.07,111.98,64,Furniture,West Coast,0,106
Recliner Pro,530.3,630.19,86,Furniture,Midwest,2,176
Sofa 3-Seater Mini,143.47,166.72,83,Furniture,Midwest,1,110
Coffee Table Compact,165.15,220.55,62,Furniture,West Coast,1,184
Side Table Plus,780.98,949.87,49,Furniture,East Coast,1,147
TV Stand Eco,82.2,101.26,35,Furniture,South,0,134
Shoe Rack Pro,206.82,270.72,14,Furniture,West Coast,0,185
Wardrobe XL,663.5,923.07,77,Furniture,Primary,0,170
Dresser Compact,482.91,606.91,70,Furniture,South,2,160
Nightstand Heavy Duty,305.7,363.68,52,Furniture,South,2,104
Bed Frame Queen Standard,1083.53,1452.08,88,Furniture,Primary,2,118
Mattress Queen XL,555.38,769.04,23,Furniture,East Coast,0,124
Dining Table 6-seat Pro,525.35,733.64,57,Furniture,East Coast,0,180
Dining Chair Compact,726.21,868.49,95,Furniture,Midwest,0,111
Bar Stool Premium,494.91,592.82,37,Furniture,Primary,2,158
Kitchen Island XL,849.48,1084.17,55,Furniture,East Coast,0,153
Pantry Cabinet Lite,692.91,883.32,14,Furniture,Primary,0,172
Bathroom Vanity XL,364.73,459.81,46,Furniture,Midwest,1,133
Mirror Cabinet Bulk,598.13,767.21,6,Furniture,Midwest,0,135
Laundry Hamper Lite,753.35,982.55,53,Furniture,West Coast,0,150
Room Divider Single,307.97,407.67,36,Furniture,West Coast,1,102
Accent Chair Compact,958.57,1143.85,64,Furniture,Primary,2,187
Ottoman Compact,296.71,353.13,97,Furniture,West Coast,1,199
Console Table Max,882.7,1131.17,13,Furniture,East Coast,0,156
Bench Storage Heavy Duty,994.04,1314.4,99,Furniture,Primary,2,147
All-Purpose Cleaner Premium,32.08,41.15,4201,Cleaning,South,37,6111
Glass Cleaner Heavy Duty,23.61,31.56,1694,Cleaning,Primary,15,7043
Disinfectant Spray Eco,3.92,5.61,1681,Cleaning,Midwest,29,8017
Floor Cleaner Premium,17.08,29.23,300,Cleaning,Midwest,27,8051
Bathroom Cleaner Standard,18.95,32.79,3937,Cleaning,West Coast,49,9516
Degreaser V2,8.21,13.93,790,Cleaning,Midwest,30,5224
Air Freshener Pro,8.19,12.58,1805,Cleaning,International,26,6844
Microfiber Cloths (12pk) Mini,12.23,17.79,214,Cleaning,East Coast,12,8883
Sponges (6pk) Bulk,8.58,14.16,1883,Cleaning,West Coast,28,9983
Rubber Gloves (3pk) Single,38.75,60.89,3521,Cleaning,Midwest,36,7856
Trash Bags 13gal (50pk) Max,10.29,14.42,4315,Cleaning,Primary,37,9788
Paper Towels (12pk) Pro,21.44,33.9,3115,Cleaning,South,47,9864
Toilet Paper (24pk) Max,13.34,17.4,572,Cleaning,International,33,7264
Hand Soap (6pk) V2,34.74,47.96,2497,Cleaning,South,24,6228
Hand Sanitizer XL,11.13,14.23,4965,Cleaning,International,37,7618
Mop Lite,29.41,46.4,2471,Cleaning,Midwest,28,8428
Broom V3,30.0,46.25,4736,Cleaning,International,24,7811
Dustpan Single,10.45,15.86,3947,Cleaning,West Coast,34,9155
Vacuum Bags (6pk) Compact,8.46,13.36,4623,Cleaning,Primary,23,7406
Dish Soap Eco,6.86,9.46,4629,Cleaning,International,23,7749
Dishwasher Tablets (30pk) Plus,10.45,14.23,2565,Cleaning,West Coast,38,7714
Laundry Detergent Max,24.25,35.94,1014,Cleaning,International,42,5439
Fabric Softener Standard,24.05,37.53,3918,Cleaning,Primary,24,9099
Stain Remover Compact,27.87,42.22,3434,Cleaning,East Coast,15,6235
Bleach Mini,15.02,26.19,3798,Cleaning,International,21,7591
Duster Extendable Lite,31.6,47.2,1498,Cleaning,Primary,32,5475
Window Squeegee Eco,12.39,20.2,1431,Cleaning,Midwest,48,6297
Toilet Brush XL,31.02,40.14,3602,Cleaning,Midwest,39,8304
Plunger Eco,16.57,21.03,1683,Cleaning,West Coast,35,5115
Drain Cleaner XL,33.66,45.28,83,Cleaning,International,27,6853
Lint Roller Heavy Duty,15.09,19.84,3192,Cleaning,West Coast,44,9822
Carpet Cleaner Lite,4.48,5.7,2432,Cleaning,South,41,9262
Wood Polish Premium,14.84,25.14,1146,Cleaning,West Coast,33,9015
Stainless Steel Cleaner XL,9.16,15.79,3354,Cleaning,East Coast,13,6871
Oven Cleaner Single,39.43,53.45,229,Cleaning,East Coast,49,9133
Grout Cleaner Plus,15.93,25.09,356,Cleaning,South,36,7095
First Aid Kit Standard,12.57,18.83,687,Safety,Primary,3,1669
Fire Extinguisher Pro,138.88,179.97,399,Safety,West Coast,3,1560
Safety Goggles Eco,141.27,172.62,712,Safety,Midwest,2,1308
Work Gloves Bulk,22.89,30.49,647,Safety,Primary,4,1428
Hard Hat Premium,144.6,172.25,126,Safety,East Coast,3,1509
Safety Vest Standard,42.35,52.6,545,Safety,International,5,1366
Ear Plugs (50pk) V3,61.18,71.2,518,Safety,Midwest,5,1704
Dust Masks (50pk) V2,49.2,56.8,101,Safety,South,3,1855
Face Shields (5pk) Bulk,100.34,148.73,808,Safety,International,10,1076
Safety Boots Single,22.95,28.45,246,Safety,West Coast,9,2000
Knee Pads Max,94.46,111.93,188,Safety,West Coast,2,1872
Back Support Belt V2,160.91,202.66,766,Safety,Primary,3,1097
Anti-Fatigue Mat Pro,170.84,236.13,184,Safety,Midwest,7,1366
Wet Floor Sign Standard,55.86,78.57,391,Safety,Primary,7,1187
Safety Cone V3,81.85,107.21,865,Safety,Midwest,8,1706
Fire Blanket XL,86.08,125.69,180,Safety,International,3,1135
Smoke Detector Single,14.55,21.53,173,Safety,South,3,1426
Carbon Monoxide Detector Eco,161.05,223.45,195,Safety,West Coast,8,1797
Emergency Kit Standard,8.68,12.06,868,Safety,Midwest,4,1494
Flashlight Heavy Duty Plus,177.86,231.97,74,Safety,West Coast,6,1670
Batteries AA (24pk) Pro,141.8,196.72,795,Safety,International,5,1978
Batteries AAA (24pk) Compact,69.65,92.85,727,Safety,International,3,1443
Extension Cord 25ft Single,51.97,66.05,702,Safety,South,8,1152
Power Strip 6-outlet Heavy Duty,197.59,231.0,668,Safety,Midwest,4,1517
Cable Cover Compact,100.68,121.61,779,Safety,East Coast,9,1328
Lockout Tagout Kit V2,194.12,226.66,238,Safety,Midwest,10,1658
Spill Kit V3,163.97,193.09,464,Safety,Midwest,9,1090
Eye Wash Station Eco,65.26,97.45,773,Safety,Midwest,2,1105
Chemical Storage Cabinet V3,10.06,13.5,855,Safety,South,3,1810
Gas Detector Standard,128.6,187.95,585,Safety,International,5,1670
Cardboard Box Small Eco,76.08,102.35,989,Packaging,West Coast,53,17445
Cardboard Box Medium Premium,61.63,88.75,6052,Packaging,Primary,82,11868
Cardboard Box Large XL,53.05,63.71,5918,Packaging,South,62,18973
Bubble Wrap Roll V2,56.47,68.8,2789,Packaging,International,88,12301
Packing Peanuts Single,58.0,72.08,3309,Packaging,Midwest,49,11978
Shipping Tape (6pk) Mini,37.11,56.13,5636,Packaging,Primary,38,16790
Labels (500pk) Heavy Duty,51.03,74.96,2118,Packaging,International,82,17493
Poly Mailers (100pk) Standard,76.54,95.97,8272,Packaging,International,25,18689
Shrink Wrap Roll Pro,44.7,61.38,9686,Packaging,East Coast,86,18328
Packing Paper (25lb) Single,46.71,69.7,2203,Packaging,International,38,16347
Foam Sheets (50pk) Standard,48.89,64.96,6402,Packaging,International,78,19977
Strapping Tape XL,20.61,28.01,5717,Packaging,East Coast,62,17419
Pallet Wrap Lite,33.61,49.74,8493,Packaging,West Coast,63,18975
